dataId,pointId,timestamp,temperature,humidity,altitude,latitude,longitude
138,2096,2024-02-08T15:50:24.000000,7.2222,93.0,455.0,33.36111,-117.10583
139,2122,2024-02-08T19:28:34.000000,8.8889,62.0,1029.0,39.85421,-122.6099
140,2126,2024-02-08T20:20:44.000000,6.1111,80.0,2728.0,36.18333,-120.49861
141,2130,2024-02-08T19:56:09.000000,1.6667,77.0,5632.0,37.13683,-119.26169
142,2148,2024-02-08T19:25:05.000000,-20.5556,79.0,674.0,64.69679,-147.01681
143,2155,2024-02-08T19:59:34.000000,19.4444,55.0,206.0,30.85831,-86.86564
144,2157,2024-02-08T20:09:54.000000,20.0,59.0,290.0,31.74972,-89.51639
145,2184,2024-02-08T15:50:44.000000,7.2222,64.0,2044.0,32.67475,-116.09447
146,2241,2024-02-08T19:55:16.000000,0.0,82.0,5049.0,41.52839,-120.67254
147,2264,2024-02-08T20:14:54.000000,13.8889,48.0,1317.0,45.10556,-90.69
148,2278,2024-02-08T19:34:23.000000,-9.8889,78.2,2651.0,63.30032,-149.54153
149,2314,2024-02-08T20:12:34.000000,-0.5556,79.0,6625.0,44.39583,-112.10806
150,2334,2024-02-08T20:12:34.000000,17.2222,39.0,774.0,37.13167,-86.14806
151,2358,2024-02-08T20:09:54.000000,16.6667,35.0,217.0,32.73978,-114.88411
152,2385,2024-02-08T19:27:34.000000,-12.2222,79.0,1650.0,63.73543,-148.89894
153,2388,2024-02-08T19:49:34.000000,24.4444,68.0,102.0,21.57194,-158.19861
154,2401,2024-02-08T19:29:35.000000,-12.2222,57.0,790.0,64.38583,-147.69528
155,2404,2024-02-08T20:11:24.000000,-0.5556,100.0,4686.0,48.18074,-118.46679
156,2412,2024-01-29T00:18:44.000000,-28.8889,64.0,2408.0,62.58785,-142.05808
157,2434,2024-02-08T20:06:05.000000,7.7778,38.0,3280.0,34.80574,-83.71261
158,2439,2024-02-08T19:56:34.000000,-2.2222,97.0,470.0,60.41032,-149.36688
159,2456,2024-02-08T19:51:14.000000,5.0,90.0,1733.0,39.87184,-121.76898
160,2471,2024-02-08T19:29:54.000000,7.7778,73.0,1934.0,38.47485,-122.2648
161,2511,2024-02-08T15:51:24.000000,-7.2222,93.0,175.0,61.51825,-149.90845
162,2550,2024-02-08T19:58:14.000000,-2.2222,84.0,8254.0,37.35222,-107.91472
163,2563,2024-02-08T19:33:04.000000,15.5556,28.0,245.0,34.03964,-80.73944
164,2577,2024-02-08T20:13:04.000000,0.5556,81.0,3800.0,44.97111,-118.92972
165,2583,2024-02-08T20:07:04.000000,16.1111,28.0,275.0,33.33306,-81.59167
166,2598,2024-02-08T20:01:14.000000,5.5556,71.0,5068.0,41.17664,-111.92925
167,2600,2024-02-08T19:25:44.000000,5.5556,69.0,2700.0,45.94361,-121.9875
168,2608,2024-02-08T20:02:04.000000,0.5556,84.0,5240.0,38.73582,-120.24158
169,2609,2024-02-08T19:34:51.000000,5.0,53.0,3375.0,33.97599,-115.99505
170,2610,2024-02-08T19:57:24.000000,6.1111,73.0,2163.0,38.91189,-122.70631
171,2617,2024-02-08T19:55:09.000000,8.3333,96.0,289.0,39.93894,-122.16973
172,2621,2024-02-08T20:13:24.000000,8.3333,93.0,1284.0,33.97869,-120.07878
173,2646,2024-02-08T19:34:21.000000,12.2222,39.0,198.0,35.68051,-116.42221
174,2654,2024-02-08T20:13:34.000000,13.3333,66.0,292.0,33.99298,-119.71626
175,2661,2024-02-08T17:25:35.000000,5.0,50.0,1245.0,44.76722,-71.70139
176,2677,2024-02-08T20:22:14.000000,11.6667,77.0,1017.0,34.75865,-120.48587
177,2680,2024-02-08T19:51:24.000000,11.1111,66.0,1400.0,37.99056,-122.64472
178,2681,2024-02-08T15:44:44.000000,20.0,71.0,97.0,19.29278,-155.1075
179,2709,2024-02-08T19:30:54.000000,9.4444,48.0,862.0,46.15321,-85.27071
180,2730,2024-02-08T19:55:54.000000,0.5556,89.0,669.0,60.7269,-149.28962
181,2761,2024-02-08T20:05:55.000000,10.0,34.0,2415.0,34.765,-84.07444
182,2786,2024-02-08T20:08:34.000000,20.5556,70.0,470.0,32.22111,-95.76611
183,2791,2024-02-07T13:51:34.000000,-4.4444,100.0,7485.0,35.45363,-118.59519
184,2814,2024-02-08T20:13:54.000000,3.3333,89.0,3704.0,40.92678,-121.58433
185,2844,2024-02-08T19:36:04.000000,6.6667,70.0,2339.0,37.92778,-122.58722
186,2857,2024-02-08T14:13:54.000000,2.2222,66.0,602.0,39.35628,-77.88031
187,2862,2024-02-08T18:24:04.000000,12.7778,65.0,539.0,32.85917,-117.10556
188,2865,2024-02-08T19:35:54.000000,12.2222,66.0,982.0,34.5444,-119.79129
189,2869,2024-02-08T19:34:54.000000,17.7778,77.0,3.0,30.109,-89.85783
190,2870,2024-02-08T19:56:14.000000,17.7778,20.0,1180.0,37.74883,-82.64122
191,2880,2024-02-08T19:38:54.000000,-1.1111,92.0,5510.0,47.62583,-113.69222
192,2890,2024-02-08T19:50:34.000000,7.7778,65.0,4159.0,40.34414,-121.71373
193,2918,2024-02-08T20:13:41.000000,2.2222,97.0,2535.0,39.73591,-121.48898
194,2922,2024-02-08T20:17:31.000000,2.7778,57.0,6336.0,38.85445,-120.02428
195,2958,2024-02-08T19:55:04.000000,0.5556,77.0,631.0,60.49355,-149.75678
196,2962,2024-02-08T19:55:14.000000,-2.7778,74.0,5582.0,43.76629,-103.926
197,2990,2024-02-08T20:21:14.000000,-1.6667,94.0,6714.0,40.10952,-121.3827
198,2999,2024-02-08T19:35:01.000000,-0.5556,81.0,4324.0,35.20227,-115.19827
199,3030,2024-02-08T20:07:44.000000,5.5556,85.0,1950.0,48.46667,-115.91667
200,3049,2024-02-08T20:11:34.000000,25.0,45.0,15.0,26.16861,-81.36444
201,3053,2024-02-08T20:10:31.000000,0.0,0.0,1110.0,64.31781,-151.08722
202,3063,2024-02-08T20:21:34.000000,-16.6667,72.0,740.0,63.88756,-152.30583
203,3080,2024-02-08T19:32:31.000000,11.6667,61.0,1842.0,37.20417,-121.95083
204,3089,2024-02-08T20:13:14.000000,12.7778,45.0,55.0,35.52081,-76.93183
205,3098,2024-02-06T06:44:44.000000,3.3333,61.0,6938.0,37.32322,-112.18486
206,3106,2024-02-08T20:20:24.000000,-1.6667,96.0,7030.0,36.22402,-118.66545
207,3110,2024-02-08T19:30:34.000000,10.0,70.0,18.0,35.24611,-75.53402
208,3188,2024-02-08T19:28:04.000000,3.8889,72.0,4225.0,41.59912,-122.93367
209,3203,2024-02-08T19:53:51.000000,5.5556,56.0,2710.0,43.60378,-116.19521
210,3211,2024-02-08T19:57:04.000000,14.4444,44.0,500.0,34.12614,-117.94717
211,3215,2024-02-08T14:17:14.000000,11.1111,29.0,1353.0,38.20028,-81.62
212,3246,2024-02-08T19:42:14.000000,1.6667,68.0,5445.0,42.97639,-121.42194
213,3256,2024-02-08T20:10:01.000000,13.8889,59.0,539.0,37.35472,-122.14167
214,3258,2024-02-08T20:07:54.000000,10.0,76.0,830.0,44.28748,-88.45922
215,3261,2024-02-08T20:21:33.000000,13.3333,33.0,4147.0,32.06911,-109.876
216,3275,2024-02-08T20:09:55.000000,0.5556,55.0,4300.0,46.495,-121.01333
217,3302,2024-02-08T15:50:34.000000,8.3333,100.0,255.0,33.09139,-117.01222
218,3311,2024-02-08T16:06:54.000000,0.5556,99.0,3.0,41.54361,-124.05083
219,3320,2024-02-08T19:31:14.000000,20.5556,51.0,135.0,30.41853,-81.92697
220,3323,2024-02-08T19:57:54.000000,10.5556,58.0,1600.0,34.13624,-118.606
221,3326,2024-02-08T16:39:54.000000,19.4444,81.0,498.0,29.9505,-97.37097
222,3331,2024-02-08T19:51:04.000000,7.2222,79.0,803.0,39.38075,-121.38623
223,3358,2024-02-08T20:11:44.000000,27.2222,40.0,15.0,26.17167,-81.47889
224,3366,2024-02-08T19:33:54.000000,3.8889,69.0,4002.0,45.03958,-121.67354
225,3367,2024-02-08T20:21:37.000000,5.0,51.0,3852.0,44.08056,-115.6145
226,3369,2024-02-08T19:37:19.000000,17.2222,20.0,2061.0,35.803,-82.6504
227,3377,2024-02-08T15:50:54.000000,9.4444,69.0,820.0,33.53597,-117.75336
228,3408,2024-02-08T19:56:04.000000,16.6667,30.0,853.0,36.79556,-85.38028
229,3418,2024-02-08T19:29:04.000000,8.3333,71.0,1820.0,39.70233,-123.48491
230,3428,2024-02-08T20:09:24.000000,18.8889,60.0,22.0,33.22111,-90.19833
231,3432,2024-02-08T20:08:44.000000,0.0,67.0,6099.0,43.24278,-121.35306
232,3442,2024-02-08T19:56:44.000000,16.6667,29.0,935.0,38.76917,-84.60194
233,3473,2024-02-08T20:06:34.000000,10.5556,64.0,813.0,45.73972,-92.79556
234,3477,2024-02-08T19:46:54.000000,19.4444,56.0,50.0,30.01056,-84.42444
235,3494,2024-02-08T20:15:34.000000,4.4444,72.0,2632.0,48.89781,-115.05836
236,3503,2024-02-08T19:54:54.000000,8.8889,51.0,2600.0,34.44639,-118.1968
237,3515,2024-02-08T14:17:04.000000,5.5556,53.0,2100.0,37.40333,-81.54444
238,3545,2023-07-26T15:19:24.000000,21.1111,23.0,7121.0,39.0835,-120.17115
239,3598,2024-02-08T20:14:04.000000,21.1111,52.0,156.0,31.13694,-88.59972
240,3612,2024-02-08T20:08:34.000000,1.6667,83.0,3684.0,47.53611,-113.71722
241,3621,2024-02-08T20:13:54.000000,18.8889,55.0,459.0,32.79806,-89.12472
242,3631,2024-02-08T20:17:53.000000,20.0,68.0,3.0,30.24417,-89.72139
243,3634,2024-02-08T19:56:54.000000,11.6667,56.0,1770.0,34.19422,-118.2134
244,3689,2024-02-08T19:59:24.000000,20.5556,45.0,201.0,30.43906,-84.22156
245,3692,2024-02-08T19:53:01.000000,-22.2222,71.0,650.0,63.43397,-153.3465
246,3700,2024-02-08T19:42:14.000000,12.7778,58.0,1770.0,34.44453,-119.51311
247,3701,2024-02-08T19:37:14.000000,23.3333,61.0,866.0,21.48072,-158.15488
248,3707,2024-02-08T20:10:24.000000,15.5556,81.0,610.0,35.32667,-92.27611
249,3726,2024-02-08T20:06:34.000000,13.8889,26.0,1635.0,36.07444,-84.96361
250,3740,2024-02-08T20:08:54.000000,2.7778,65.0,2720.0,48.25876,-119.51715
251,3751,2024-02-08T14:16:41.000000,3.3333,63.0,1190.0,39.44583,-80.86889
252,3764,2024-02-08T19:56:34.000000,6.6667,76.0,2024.0,38.73509,-122.83706
253,3772,2024-02-08T20:12:14.000000,7.7778,89.0,357.0,48.53944,-121.44611
254,3794,2024-02-08T06:22:34.000000,0.0,92.0,1859.0,48.80928,-99.83855
255,3826,1900-01-01T00:00:01.000000,18.8889,95.0,1400.0,37.18056,-91.11806
256,3840,2024-02-08T14:17:34.000000,5.0,52.0,2725.0,37.52639,-80.99917
257,3841,2024-02-08T20:19:04.000000,-3.3333,83.0,7332.0,43.53992,-111.20186
258,3856,2024-02-08T20:03:14.000000,-1.1111,87.0,5543.0,41.28807,-120.86965
259,3888,2024-02-08T19:37:54.000000,1.1111,79.0,5944.0,37.03857,-112.73005
260,3891,2024-02-08T19:30:04.000000,3.8889,81.0,2680.0,48.29861,-117.40528
261,3939,2024-02-08T19:29:14.000000,9.4444,65.0,599.0,38.47848,-122.7118
262,3940,2024-02-08T19:28:14.000000,10.5556,69.0,476.0,40.13838,-123.82376
263,3993,2024-02-08T14:18:14.000000,3.3333,66.0,625.0,40.411,-76.711
264,3995,2024-02-08T14:59:54.000000,1.6667,68.0,1280.0,46.29722,-69.84694
265,3996,2024-02-08T17:09:45.000000,26.1111,79.0,17.0,17.95417,-66.88222
266,4039,2024-02-08T19:51:24.000000,6.1111,83.0,1059.0,40.18602,-123.59106
267,4066,2024-02-08T19:31:34.000000,-1.1111,91.0,5476.0,41.77496,-122.95182
268,4071,2024-02-08T19:49:04.000000,16.1111,50.0,5690.0,19.74583,-155.62611
269,4074,2024-02-08T20:22:33.000000,-7.5,95.1,2486.0,67.57338,-158.43172
270,4075,2024-02-08T19:39:43.000000,-7.1667,95.0,809.0,67.14143,-162.99453
271,4080,2024-02-08T20:22:41.000000,-12.2222,0.0,4360.0,67.9835,-155.013
272,4081,2024-02-08T20:23:11.000000,-10.1667,90.4,3692.0,67.7142,-150.585
273,4082,2024-02-08T19:38:53.000000,-2.3889,86.3,518.0,65.8523,-164.70782
274,4083,2024-02-08T19:39:23.000000,-6.8889,91.7,966.0,67.55015,-163.56718
275,4085,2024-02-08T20:12:14.000000,10.0,38.0,1608.0,42.52795,-76.77685
276,4086,2024-02-08T19:33:03.000000,-9.5556,50.4,5240.0,62.12402,-141.84737
277,4088,2024-02-08T20:22:51.000000,-13.2222,90.0,4107.0,67.6243,-154.3446
278,4089,2024-02-08T19:39:33.000000,-8.9444,93.8,1823.0,67.99503,-160.39565
279,4090,2024-02-08T19:39:53.000000,-6.7222,75.1,2062.0,68.15602,-156.89582
280,4093,2024-02-08T20:23:01.000000,-10.8889,91.4,3135.0,67.7663,-152.1642
281,4094,2024-02-08T19:38:33.000000,-8.2222,89.4,1201.0,67.45967,-159.8405
282,4097,2024-02-08T20:00:45.000000,0.5556,95.0,3398.0,47.76611,-123.96528
283,4098,2024-02-08T19:35:49.000000,12.7778,27.0,668.0,43.34833,-72.98417
284,4099,2024-02-08T20:09:25.000000,5.0,87.0,1630.0,48.02833,-123.31083
285,4106,2024-02-08T19:49:04.000000,6.6667,49.0,6650.0,38.27194,-119.28917
286,4110,2024-02-08T19:33:14.000000,-4.2778,44.2,3653.0,63.43091,-150.31076
287,4112,2024-02-08T19:38:04.000000,10.0,63.0,1707.0,34.18657,-118.71956
288,4115,2024-02-08T19:45:04.000000,10.0,74.0,477.0,41.28972,-123.8575
289,4120,2024-02-08T19:33:53.000000,-8.7778,53.7,4060.0,61.60289,-143.01321
290,4121,2024-02-08T20:01:35.000000,19.4444,63.0,2808.0,19.3175,-155.29222
291,4124,2024-02-08T19:33:31.000000,-5.4444,56.6,2920.0,63.5255,-150.04648
292,4126,2024-02-08T19:32:51.000000,-9.0,51.0,4544.0,61.27359,-142.6209
293,4128,2024-02-08T15:48:54.000000,8.3333,34.0,2060.0,41.23211,-75.62406
294,4130,2024-02-08T19:33:43.000000,-10.1667,92.8,3739.0,60.908,-142.90131
295,4131,2024-02-08T19:53:24.000000,3.8889,95.0,4930.0,34.59583,-118.57861
296,4136,2024-02-08T19:42:14.000000,11.1111,31.0,886.0,41.20389,-74.88972
297,4137,2024-02-08T19:32:33.000000,-8.5,66.9,1782.0,63.8142,-150.1094
298,4139,2024-02-08T20:00:35.000000,1.6667,96.0,2305.0,48.12944,-124.30528
299,4140,2024-02-08T14:16:14.000000,4.4444,46.0,2328.0,41.23778,-77.75167
300,4142,2024-02-08T14:08:41.000000,3.8889,57.0,1644.0,41.02556,-77.16722
301,4143,2024-02-08T19:45:54.000000,-3.8889,71.0,5658.0,44.15405,-103.64017
302,4145,2024-02-08T19:57:44.000000,0.5556,68.0,4644.0,43.42583,-103.75889
303,4146,2024-02-08T19:48:44.000000,5.0,52.0,5440.0,38.56528,-119.45917
304,4147,2024-02-08T19:33:23.000000,-28.5556,77.8,958.0,65.30413,-143.15701
305,4150,2024-02-08T14:50:44.000000,7.2222,48.0,1402.0,41.20006,-75.88867
