dataId,pointId,timestamp,temperature,humidity,altitude,latitude,longitude
248,52.52_13.41,2024-03-13T07:00:00.000000,4.9084997,96.23212,38.0,52.52,13.41
249,52.52_13.41,2024-03-13T08:00:00.000000,7.4084997,89.89644,38.0,52.52,13.41
250,52.52_13.41,2024-03-13T09:00:00.000000,9.4585,80.709435,38.0,52.52,13.41
251,52.52_13.41,2024-03-13T10:00:00.000000,11.1085005,66.993416,38.0,52.52,13.41
252,52.52_13.41,2024-03-13T11:00:00.000000,12.0085,61.391453,38.0,52.52,13.41
253,52.52_13.41,2024-03-13T12:00:00.000000,12.5585,57.98507,38.0,52.52,13.41
254,52.52_13.41,2024-03-13T13:00:00.000000,12.9585,56.486378,38.0,52.52,13.41
255,52.52_13.41,2024-03-13T14:00:00.000000,13.408501,52.964203,38.0,52.52,13.41
256,52.52_13.41,2024-03-13T15:00:00.000000,13.0085,52.671257,38.0,52.52,13.41
257,52.52_13.41,2024-03-13T16:00:00.000000,12.1085005,59.933613,38.0,52.52,13.41
258,52.52_13.41,2024-03-13T17:00:00.000000,10.0585,67.473335,38.0,52.52,13.41
259,52.52_13.41,2024-03-13T18:00:00.000000,8.8085,71.858894,38.0,52.52,13.41
260,52.52_13.41,2024-03-13T19:00:00.000000,8.6085005,73.34965,38.0,52.52,13.41
261,52.52_13.41,2024-03-13T20:00:00.000000,9.2085,71.18354,38.0,52.52,13.41
262,52.52_13.41,2024-03-13T21:00:00.000000,8.658501,73.61628,38.0,52.52,13.41
263,52.52_13.41,2024-03-13T22:00:00.000000,8.658501,75.178246,38.0,52.52,13.41
264,52.52_13.41,2024-03-13T23:00:00.000000,8.2585,80.82354,38.0,52.52,13.41
265,52.52_13.41,2024-03-14T00:00:00.000000,7.6584997,88.68217,38.0,52.52,13.41
266,52.52_13.41,2024-03-14T01:00:00.000000,7.9585,90.87145,38.0,52.52,13.41
267,52.52_13.41,2024-03-14T02:00:00.000000,8.3085,90.89574,38.0,52.52,13.41
268,52.52_13.41,2024-03-14T03:00:00.000000,8.6085005,91.54022,38.0,52.52,13.41
269,52.52_13.41,2024-03-14T04:00:00.000000,8.7585,93.12413,38.0,52.52,13.41
270,52.52_13.41,2024-03-14T05:00:00.000000,8.5085,95.68425,38.0,52.52,13.41
271,52.52_13.41,2024-03-14T06:00:00.000000,8.5085,96.01029,38.0,52.52,13.41
272,52.52_13.41,2024-03-14T07:00:00.000000,9.3085,94.105156,38.0,52.52,13.41
273,52.52_13.41,2024-03-14T08:00:00.000000,10.8085,88.34846,38.0,52.52,13.41
274,52.52_13.41,2024-03-14T09:00:00.000000,12.3585005,80.83082,38.0,52.52,13.41
275,52.52_13.41,2024-03-14T10:00:00.000000,13.7085,68.23556,38.0,52.52,13.41
276,52.52_13.41,2024-03-14T11:00:00.000000,13.7085,67.77299,38.0,52.52,13.41
277,52.52_13.41,2024-03-14T12:00:00.000000,14.2085,66.508835,38.0,52.52,13.41
278,52.52_13.41,2024-03-14T13:00:00.000000,14.1085005,63.823402,38.0,52.52,13.41
279,52.52_13.41,2024-03-14T14:00:00.000000,14.2085,64.06424,38.0,52.52,13.41
280,52.52_13.41,2024-03-14T15:00:00.000000,14.3585005,63.879818,38.0,52.52,13.41
281,52.52_13.41,2024-03-14T16:00:00.000000,13.8085,69.89627,38.0,52.52,13.41
282,52.52_13.41,2024-03-14T17:00:00.000000,11.408501,79.61269,38.0,52.52,13.41
283,52.52_13.41,2024-03-14T18:00:00.000000,10.658501,83.1081,38.0,52.52,13.41
284,52.52_13.41,2024-03-14T19:00:00.000000,10.908501,83.70462,38.0,52.52,13.41
285,52.52_13.41,2024-03-14T20:00:00.000000,10.0585,89.18594,38.0,52.52,13.41
