dataId,pointId,timestamp,temperature,humidity,altitude,wildfire_risk
81,1238,2024-02-08T20:09:24.000000,20.0,63.0,98.0,Low
82,1239,2024-02-08T19:30:14.000000,0.0,96.0,4926.0,Low
83,1252,2024-02-08T20:17:25.000000,23.8889,49.0,10.0,Low
84,1258,2024-02-08T19:45:34.000000,6.6667,70.0,1500.0,Low
85,1275,2024-02-08T19:29:54.000000,2.2222,59.0,3986.0,Low
86,1300,2024-02-08T20:12:54.000000,7.7778,63.0,1797.0,Low
87,1307,2024-02-08T14:17:24.000000,9.4444,26.0,1642.0,Medium
88,1316,2024-02-08T20:09:35.000000,1.6667,81.0,5650.0,Low
89,1330,2024-02-08T19:57:24.000000,5.0,86.0,1900.0,Low
90,1369,2024-02-08T19:55:14.000000,5.5556,69.0,4000.0,Low
91,1373,2024-02-08T19:25:31.000000,-3.6111,80.0,7360.0,Low
92,1426,2024-02-08T19:35:34.000000,3.8889,100.0,3770.0,Low
93,1439,2024-02-08T20:06:05.000000,0.0,94.0,2176.0,Low
94,1451,2024-02-08T19:31:34.000000,22.7778,49.0,72.0,Low
95,1461,2024-02-08T19:36:44.000000,-0.5556,99.0,5725.0,Low
96,1462,2024-02-08T14:15:44.000000,0.5556,76.0,1130.0,Low
97,1476,2024-02-08T19:26:04.000000,7.2222,57.0,2880.0,Low
98,1479,2024-02-08T19:33:24.000000,-1.6667,92.0,7399.0,Low
99,1496,2024-02-08T20:06:54.000000,15.0,41.0,706.0,Low
100,1522,2024-02-08T14:16:31.000000,7.2222,46.0,1142.0,Low
101,1532,2024-02-08T20:23:01.000000,17.2222,65.0,3129.0,Low
102,1575,2024-02-08T19:31:29.000000,11.1111,31.0,2317.0,Low
103,1591,2024-02-08T20:09:34.000000,8.3333,61.0,1563.0,Low
104,1594,2024-02-08T19:59:54.000000,22.2222,42.0,203.0,Low
105,1622,2024-02-08T20:10:04.000000,11.6667,54.0,1619.0,Low
106,1628,2024-02-08T15:26:04.000000,12.2222,50.0,445.0,Low
107,1646,2024-02-08T19:57:24.000000,-3.8889,91.0,8685.0,Low
108,1674,2024-02-08T20:00:54.000000,4.4444,59.0,4133.0,Low
109,1693,2024-02-08T20:07:34.000000,16.6667,48.0,420.0,Low
110,1695,2024-02-08T19:59:14.000000,9.4444,69.0,354.0,Low
111,1719,2024-02-08T20:04:04.000000,-4.4444,89.0,8509.0,Low
112,1735,2024-02-08T20:14:34.000000,0.5556,79.0,4188.0,Low
113,1752,2024-02-08T20:10:05.000000,16.6667,34.0,278.0,Low
114,1807,2024-02-08T19:35:04.000000,17.2222,76.0,3274.0,Low
115,1810,2024-02-08T20:10:51.000000,6.1111,56.0,2992.0,Low
116,1831,2024-02-08T20:01:44.000000,-3.8889,37.0,9235.0,Low
117,1835,2024-02-08T19:33:14.000000,8.3333,71.0,1890.0,Low
118,1858,2024-02-08T19:56:19.000000,3.8889,79.0,6155.0,Low
119,1872,2024-02-08T19:50:31.000000,17.7778,27.0,2839.0,Medium
120,1873,2024-02-08T20:03:45.000000,1.6667,68.0,5590.0,Low
121,1886,2024-02-08T19:27:24.000000,8.3333,73.0,2055.0,Low
122,1913,2024-02-08T17:12:04.000000,15.0,20.0,2280.0,Medium
123,1930,2024-02-08T20:07:24.000000,11.1111,29.0,1408.0,Medium
124,1934,2024-02-08T20:08:14.000000,-1.1111,89.0,2515.0,Low
125,1958,2024-02-08T19:25:34.000000,5.0,74.0,2499.0,Low
126,1964,2024-02-08T14:17:54.000000,2.7778,64.0,1705.0,Low
127,1968,2024-02-08T19:55:34.000000,11.1111,57.0,1278.0,Low
128,1975,2024-02-08T20:15:54.000000,2.7778,79.0,3652.0,Low
129,1987,2024-02-08T20:13:05.000000,2.7778,100.0,3064.0,Low
130,2000,2024-02-08T20:12:41.000000,10.0,61.0,1436.0,Low
131,2010,2024-02-08T20:19:44.000000,16.1111,80.0,280.0,Low
132,2026,2024-02-08T19:50:04.000000,8.8889,81.0,627.0,Low
133,2032,2024-02-08T20:11:55.000000,1.1111,76.0,4020.0,Low
134,2037,2024-02-08T19:50:44.000000,10.0,72.0,644.0,Low
135,2040,2024-02-08T20:03:34.000000,12.2222,54.0,1079.0,Low
136,2070,2024-02-08T19:37:04.000000,-1.6667,89.0,6717.0,Low
137,2095,2024-02-08T19:59:44.000000,21.1111,44.0,167.0,Low
138,2096,2024-02-08T15:50:24.000000,7.2222,93.0,455.0,Low
139,2122,2024-02-08T19:28:34.000000,8.8889,62.0,1029.0,Low
140,2126,2024-02-08T20:20:44.000000,6.1111,80.0,2728.0,Low
141,2130,2024-02-08T19:56:09.000000,1.6667,77.0,5632.0,Low
142,2148,2024-02-08T19:25:05.000000,-20.5556,79.0,674.0,Low
143,2155,2024-02-08T19:59:34.000000,19.4444,55.0,206.0,Low
144,2157,2024-02-08T20:09:54.000000,20.0,59.0,290.0,Low
145,2184,2024-02-08T15:50:44.000000,7.2222,64.0,2044.0,Low
146,2241,2024-02-08T19:55:16.000000,0.0,82.0,5049.0,Low
147,2264,2024-02-08T20:14:54.000000,13.8889,48.0,1317.0,Low
148,2278,2024-02-08T19:34:23.000000,-9.8889,78.2,2651.0,Low
149,2314,2024-02-08T20:12:34.000000,-0.5556,79.0,6625.0,Low
150,2334,2024-02-08T20:12:34.000000,17.2222,39.0,774.0,Low
151,2358,2024-02-08T20:09:54.000000,16.6667,35.0,217.0,Low
152,2385,2024-02-08T19:27:34.000000,-12.2222,79.0,1650.0,Low
153,2388,2024-02-08T19:49:34.000000,24.4444,68.0,102.0,Low
154,2401,2024-02-08T19:29:35.000000,-12.2222,57.0,790.0,Low
155,2404,2024-02-08T20:11:24.000000,-0.5556,100.0,4686.0,Low
156,2412,2024-01-29T00:18:44.000000,-28.8889,64.0,2408.0,Low
157,2434,2024-02-08T20:06:05.000000,7.7778,38.0,3280.0,Low
158,2439,2024-02-08T19:56:34.000000,-2.2222,97.0,470.0,Low
159,2456,2024-02-08T19:51:14.000000,5.0,90.0,1733.0,Low
160,2471,2024-02-08T19:29:54.000000,7.7778,73.0,1934.0,Low
161,2511,2024-02-08T15:51:24.000000,-7.2222,93.0,175.0,Low
162,2550,2024-02-08T19:58:14.000000,-2.2222,84.0,8254.0,Low
163,2563,2024-02-08T19:33:04.000000,15.5556,28.0,245.0,Medium
164,2577,2024-02-08T20:13:04.000000,0.5556,81.0,3800.0,Low
165,2583,2024-02-08T20:07:04.000000,16.1111,28.0,275.0,Medium
166,2598,2024-02-08T20:01:14.000000,5.5556,71.0,5068.0,Low
167,2600,2024-02-08T19:25:44.000000,5.5556,69.0,2700.0,Low
168,2608,2024-02-08T20:02:04.000000,0.5556,84.0,5240.0,Low
169,2609,2024-02-08T19:34:51.000000,5.0,53.0,3375.0,Low
170,2610,2024-02-08T19:57:24.000000,6.1111,73.0,2163.0,Low
171,2617,2024-02-08T19:55:09.000000,8.3333,96.0,289.0,Low
172,2621,2024-02-08T20:13:24.000000,8.3333,93.0,1284.0,Low
173,2646,2024-02-08T19:34:21.000000,12.2222,39.0,198.0,Low
174,2654,2024-02-08T20:13:34.000000,13.3333,66.0,292.0,Low
175,2661,2024-02-08T17:25:35.000000,5.0,50.0,1245.0,Low
176,2677,2024-02-08T20:22:14.000000,11.6667,77.0,1017.0,Low
177,2680,2024-02-08T19:51:24.000000,11.1111,66.0,1400.0,Low
178,2681,2024-02-08T15:44:44.000000,20.0,71.0,97.0,Low
179,2709,2024-02-08T19:30:54.000000,9.4444,48.0,862.0,Low
180,2730,2024-02-08T19:55:54.000000,0.5556,89.0,669.0,Low
181,2761,2024-02-08T20:05:55.000000,10.0,34.0,2415.0,Low
182,2786,2024-02-08T20:08:34.000000,20.5556,70.0,470.0,Low
183,2791,2024-02-07T13:51:34.000000,-4.4444,100.0,7485.0,Low
184,2814,2024-02-08T20:13:54.000000,3.3333,89.0,3704.0,Low
185,2844,2024-02-08T19:36:04.000000,6.6667,70.0,2339.0,Low
186,2857,2024-02-08T14:13:54.000000,2.2222,66.0,602.0,Low
187,2862,2024-02-08T18:24:04.000000,12.7778,65.0,539.0,Low
188,2865,2024-02-08T19:35:54.000000,12.2222,66.0,982.0,Low
189,2869,2024-02-08T19:34:54.000000,17.7778,77.0,3.0,Low
190,2870,2024-02-08T19:56:14.000000,17.7778,20.0,1180.0,Medium
191,2880,2024-02-08T19:38:54.000000,-1.1111,92.0,5510.0,Low
192,2890,2024-02-08T19:50:34.000000,7.7778,65.0,4159.0,Low
193,2918,2024-02-08T20:13:41.000000,2.2222,97.0,2535.0,Low
194,2922,2024-02-08T20:17:31.000000,2.7778,57.0,6336.0,Low
195,2958,2024-02-08T19:55:04.000000,0.5556,77.0,631.0,Low
196,2962,2024-02-08T19:55:14.000000,-2.7778,74.0,5582.0,Low
197,2990,2024-02-08T20:21:14.000000,-1.6667,94.0,6714.0,Low
198,2999,2024-02-08T19:35:01.000000,-0.5556,81.0,4324.0,Low
199,3030,2024-02-08T20:07:44.000000,5.5556,85.0,1950.0,Low
200,3049,2024-02-08T20:11:34.000000,25.0,45.0,15.0,Low
201,3053,2024-02-08T20:10:31.000000,0.0,0.0,1110.0,Medium
202,3063,2024-02-08T20:21:34.000000,-16.6667,72.0,740.0,Low
203,3080,2024-02-08T19:32:31.000000,11.6667,61.0,1842.0,Low
204,3089,2024-02-08T20:13:14.000000,12.7778,45.0,55.0,Low
205,3098,2024-02-06T06:44:44.000000,3.3333,61.0,6938.0,Low
206,3106,2024-02-08T20:20:24.000000,-1.6667,96.0,7030.0,Low
207,3110,2024-02-08T19:30:34.000000,10.0,70.0,18.0,Low
208,3188,2024-02-08T19:28:04.000000,3.8889,72.0,4225.0,Low
209,3203,2024-02-08T19:53:51.000000,5.5556,56.0,2710.0,Low
210,3211,2024-02-08T19:57:04.000000,14.4444,44.0,500.0,Low
211,3215,2024-02-08T14:17:14.000000,11.1111,29.0,1353.0,Medium
212,3246,2024-02-08T19:42:14.000000,1.6667,68.0,5445.0,Low
213,3256,2024-02-08T20:10:01.000000,13.8889,59.0,539.0,Low
214,3258,2024-02-08T20:07:54.000000,10.0,76.0,830.0,Low
215,3261,2024-02-08T20:21:33.000000,13.3333,33.0,4147.0,Low
216,3275,2024-02-08T20:09:55.000000,0.5556,55.0,4300.0,Low
217,3302,2024-02-08T15:50:34.000000,8.3333,100.0,255.0,Low
218,3311,2024-02-08T16:06:54.000000,0.5556,99.0,3.0,Low
219,3320,2024-02-08T19:31:14.000000,20.5556,51.0,135.0,Low
220,3323,2024-02-08T19:57:54.000000,10.5556,58.0,1600.0,Low
221,3326,2024-02-08T16:39:54.000000,19.4444,81.0,498.0,Low
222,3331,2024-02-08T19:51:04.000000,7.2222,79.0,803.0,Low
223,3358,2024-02-08T20:11:44.000000,27.2222,40.0,15.0,Low
224,3366,2024-02-08T19:33:54.000000,3.8889,69.0,4002.0,Low
225,3367,2024-02-08T20:21:37.000000,5.0,51.0,3852.0,Low
226,3369,2024-02-08T19:37:19.000000,17.2222,20.0,2061.0,Medium
227,3377,2024-02-08T15:50:54.000000,9.4444,69.0,820.0,Low
228,3408,2024-02-08T19:56:04.000000,16.6667,30.0,853.0,Medium
229,3418,2024-02-08T19:29:04.000000,8.3333,71.0,1820.0,Low
230,3428,2024-02-08T20:09:24.000000,18.8889,60.0,22.0,Low
231,3432,2024-02-08T20:08:44.000000,0.0,67.0,6099.0,Low
232,3442,2024-02-08T19:56:44.000000,16.6667,29.0,935.0,Medium
233,3473,2024-02-08T20:06:34.000000,10.5556,64.0,813.0,Low
234,3477,2024-02-08T19:46:54.000000,19.4444,56.0,50.0,Low
235,3494,2024-02-08T20:15:34.000000,4.4444,72.0,2632.0,Low
236,3503,2024-02-08T19:54:54.000000,8.8889,51.0,2600.0,Low
237,3515,2024-02-08T14:17:04.000000,5.5556,53.0,2100.0,Low
238,3545,2023-07-26T15:19:24.000000,21.1111,23.0,7121.0,Medium
239,3598,2024-02-08T20:14:04.000000,21.1111,52.0,156.0,Low
240,3612,2024-02-08T20:08:34.000000,1.6667,83.0,3684.0,Low
241,3621,2024-02-08T20:13:54.000000,18.8889,55.0,459.0,Low
242,3631,2024-02-08T20:17:53.000000,20.0,68.0,3.0,Low
243,3634,2024-02-08T19:56:54.000000,11.6667,56.0,1770.0,Low
244,3689,2024-02-08T19:59:24.000000,20.5556,45.0,201.0,Low
245,3692,2024-02-08T19:53:01.000000,-22.2222,71.0,650.0,Low
246,3700,2024-02-08T19:42:14.000000,12.7778,58.0,1770.0,Low
247,3701,2024-02-08T19:37:14.000000,23.3333,61.0,866.0,Low
248,3707,2024-02-08T20:10:24.000000,15.5556,81.0,610.0,Low
249,3726,2024-02-08T20:06:34.000000,13.8889,26.0,1635.0,Medium
250,3740,2024-02-08T20:08:54.000000,2.7778,65.0,2720.0,Low
251,3751,2024-02-08T14:16:41.000000,3.3333,63.0,1190.0,Low
252,3764,2024-02-08T19:56:34.000000,6.6667,76.0,2024.0,Low
253,3772,2024-02-08T20:12:14.000000,7.7778,89.0,357.0,Low
254,3794,2024-02-08T06:22:34.000000,0.0,92.0,1859.0,Low
255,3826,1900-01-01T00:00:01.000000,18.8889,95.0,1400.0,Low
256,3840,2024-02-08T14:17:34.000000,5.0,52.0,2725.0,Low
257,3841,2024-02-08T20:19:04.000000,-3.3333,83.0,7332.0,Low
258,3856,2024-02-08T20:03:14.000000,-1.1111,87.0,5543.0,Low
259,3888,2024-02-08T19:37:54.000000,1.1111,79.0,5944.0,Low
260,3891,2024-02-08T19:30:04.000000,3.8889,81.0,2680.0,Low
261,3939,2024-02-08T19:29:14.000000,9.4444,65.0,599.0,Low
262,3940,2024-02-08T19:28:14.000000,10.5556,69.0,476.0,Low
263,3993,2024-02-08T14:18:14.000000,3.3333,66.0,625.0,Low
264,3995,2024-02-08T14:59:54.000000,1.6667,68.0,1280.0,Low
265,3996,2024-02-08T17:09:45.000000,26.1111,79.0,17.0,Low
266,4039,2024-02-08T19:51:24.000000,6.1111,83.0,1059.0,Low
267,4066,2024-02-08T19:31:34.000000,-1.1111,91.0,5476.0,Low
268,4071,2024-02-08T19:49:04.000000,16.1111,50.0,5690.0,Low
269,4074,2024-02-08T20:22:33.000000,-7.5,95.1,2486.0,Low
270,4075,2024-02-08T19:39:43.000000,-7.1667,95.0,809.0,Low
271,4080,2024-02-08T20:22:41.000000,-12.2222,0.0,4360.0,Medium
272,4081,2024-02-08T20:23:11.000000,-10.1667,90.4,3692.0,Low
273,4082,2024-02-08T19:38:53.000000,-2.3889,86.3,518.0,Low
274,4083,2024-02-08T19:39:23.000000,-6.8889,91.7,966.0,Low
275,4085,2024-02-08T20:12:14.000000,10.0,38.0,1608.0,Low
276,4086,2024-02-08T19:33:03.000000,-9.5556,50.4,5240.0,Low
277,4088,2024-02-08T20:22:51.000000,-13.2222,90.0,4107.0,Low
278,4089,2024-02-08T19:39:33.000000,-8.9444,93.8,1823.0,Low
279,4090,2024-02-08T19:39:53.000000,-6.7222,75.1,2062.0,Low
280,4093,2024-02-08T20:23:01.000000,-10.8889,91.4,3135.0,Low
281,4094,2024-02-08T19:38:33.000000,-8.2222,89.4,1201.0,Low
282,4097,2024-02-08T20:00:45.000000,0.5556,95.0,3398.0,Low
283,4098,2024-02-08T19:35:49.000000,12.7778,27.0,668.0,Medium
284,4099,2024-02-08T20:09:25.000000,5.0,87.0,1630.0,Low
285,4106,2024-02-08T19:49:04.000000,6.6667,49.0,6650.0,Low
286,4110,2024-02-08T19:33:14.000000,-4.2778,44.2,3653.0,Low
287,4112,2024-02-08T19:38:04.000000,10.0,63.0,1707.0,Low
288,4115,2024-02-08T19:45:04.000000,10.0,74.0,477.0,Low
289,4120,2024-02-08T19:33:53.000000,-8.7778,53.7,4060.0,Low
290,4121,2024-02-08T20:01:35.000000,19.4444,63.0,2808.0,Low
291,4124,2024-02-08T19:33:31.000000,-5.4444,56.6,2920.0,Low
292,4126,2024-02-08T19:32:51.000000,-9.0,51.0,4544.0,Low
293,4128,2024-02-08T15:48:54.000000,8.3333,34.0,2060.0,Low
294,4130,2024-02-08T19:33:43.000000,-10.1667,92.8,3739.0,Low
295,4131,2024-02-08T19:53:24.000000,3.8889,95.0,4930.0,Low
296,4136,2024-02-08T19:42:14.000000,11.1111,31.0,886.0,Low
297,4137,2024-02-08T19:32:33.000000,-8.5,66.9,1782.0,Low
298,4139,2024-02-08T20:00:35.000000,1.6667,96.0,2305.0,Low
299,4140,2024-02-08T14:16:14.000000,4.4444,46.0,2328.0,Low
300,4142,2024-02-08T14:08:41.000000,3.8889,57.0,1644.0,Low
301,4143,2024-02-08T19:45:54.000000,-3.8889,71.0,5658.0,Low
302,4145,2024-02-08T19:57:44.000000,0.5556,68.0,4644.0,Low
303,4146,2024-02-08T19:48:44.000000,5.0,52.0,5440.0,Low
304,4147,2024-02-08T19:33:23.000000,-28.5556,77.8,958.0,Low
305,4150,2024-02-08T14:50:44.000000,7.2222,48.0,1402.0,Low
306,4152,2024-02-08T20:14:54.000000,14.4444,32.0,1375.0,Low
307,4156,2024-02-08T20:22:23.000000,-7.0,93.1,1329.0,Low
308,4167,2024-02-08T20:03:14.000000,10.0,52.0,900.0,Low
309,4181,2024-02-08T19:36:14.000000,-1.1111,91.0,6833.0,Low
310,4184,2024-02-08T19:33:51.000000,9.4444,75.0,1500.0,Low
311,4186,2024-02-08T20:05:05.000000,12.7778,31.0,3058.0,Low
312,4196,2024-02-08T20:15:44.000000,2.2222,66.0,5280.0,Low
313,4197,2024-02-08T19:58:34.000000,21.1111,40.0,2451.0,Low
314,4199,2024-02-08T19:27:24.000000,-11.6667,62.0,2050.0,Low
315,4200,2024-02-08T20:10:14.000000,17.2222,21.0,1854.0,Medium
316,4205,2024-02-08T14:16:04.000000,2.7778,53.0,1909.0,Low
317,4210,2024-02-08T15:50:14.000000,6.6667,41.0,2054.0,Low
318,4214,2024-02-08T19:50:04.000000,-19.4444,76.0,863.0,Low
319,4222,2024-02-08T19:50:29.000000,15.5556,22.0,2308.0,Medium
320,4224,2024-02-08T19:50:09.000000,19.4444,68.0,7.0,Low
321,4227,2024-02-08T19:50:19.000000,21.1111,62.0,20.0,Low
322,4234,2024-02-08T15:50:53.000000,8.8889,37.0,1142.0,Low
323,4235,2024-02-08T15:49:34.000000,10.5556,40.0,1268.0,Low
324,4255,2024-02-08T19:57:03.000000,2.7778,65.0,321.0,Low
325,4256,2024-02-08T14:11:44.000000,-4.4444,95.0,150.0,Low
326,4257,2024-02-08T19:50:03.000000,-7.7778,90.0,1226.0,Low
327,4258,2024-02-08T20:14:59.000000,12.2222,67.0,95.0,Low
328,4259,2024-02-08T19:34:31.000000,6.6667,62.0,2975.0,Low
329,4262,2024-02-08T20:09:15.000000,-1.1111,92.0,6629.0,Low
330,4263,2024-02-08T20:06:15.000000,-3.3333,89.0,7282.0,Low
331,4266,2024-02-08T19:28:25.000000,1.6667,79.0,4570.0,Low
332,4268,2024-02-08T19:34:41.000000,-4.4444,77.0,8490.0,Low
333,4281,2024-02-08T19:46:14.000000,15.0,30.0,1200.0,Medium
334,4288,2024-02-08T20:04:14.000000,6.1111,85.0,1455.0,Low
335,4290,2024-02-08T19:35:59.000000,16.6667,22.0,2072.0,Medium
336,4298,2024-02-08T20:15:44.000000,-6.6667,92.0,6607.0,Low
337,4299,2024-02-08T19:31:44.000000,0.0,84.0,5377.0,Low
338,4312,2024-02-08T14:07:04.000000,-11.1111,90.0,7570.0,Low
339,4315,2024-02-08T19:53:04.000000,1.1111,71.0,3800.0,Low
340,4317,2024-02-08T20:14:44.000000,-1.6667,80.0,6950.0,Low
341,4325,2024-02-08T19:57:54.000000,15.0,72.0,700.0,Low
342,4326,2024-02-08T20:23:14.000000,18.3333,47.0,2365.0,Low
343,4350,2024-02-08T19:29:14.000000,0.0,71.0,4770.0,Low
344,4351,2024-02-08T19:28:54.000000,-3.8889,94.0,5949.0,Low
345,4353,2024-02-08T19:28:44.000000,-2.2222,88.0,5120.0,Low
346,4356,2024-02-08T20:21:24.000000,2.2222,100.0,1657.0,Low
347,4365,2024-02-08T20:13:54.000000,4.4444,90.0,1609.0,Low
348,4366,2024-02-08T20:12:54.000000,-2.7778,84.0,8530.0,Low
349,4367,2024-02-08T20:07:24.000000,16.6667,34.0,1509.0,Low
350,4369,2024-02-08T19:56:04.000000,4.4444,53.0,4420.0,Low
351,4372,2024-02-08T20:02:14.000000,6.6667,90.0,1948.0,Low
352,4373,2024-02-08T20:00:04.000000,-3.3333,95.0,6629.0,Low
353,4374,2024-02-08T20:07:54.000000,2.2222,64.0,4875.0,Low
354,4375,2023-10-12T13:57:14.000000,12.2222,100.0,1986.0,Low
355,4377,2024-02-08T19:45:04.000000,10.0,66.0,1100.0,Low
356,4381,2024-02-08T19:30:24.000000,-0.5556,92.0,6943.0,Low
357,4384,2024-02-08T20:19:04.000000,15.0,27.0,1920.0,Medium
358,4386,2024-02-08T20:04:34.000000,3.8889,94.0,1368.0,Low
359,4387,2024-02-08T19:45:34.000000,22.7778,74.0,5.0,Low
360,4388,2024-02-08T19:49:14.000000,0.5556,72.0,5976.0,Low
361,4390,2024-02-08T16:06:44.000000,11.1111,27.0,3480.0,Medium
362,4391,2024-02-08T16:07:24.000000,11.6667,22.0,4135.0,Medium
363,4392,2024-02-08T20:04:34.000000,1.6667,87.0,4350.0,Low
364,4393,2024-02-08T19:55:34.000000,2.2222,24.0,7630.0,Medium
365,4394,2024-02-08T20:16:49.000000,10.5556,57.0,870.0,Low
366,4396,2024-02-08T20:12:44.000000,12.2222,49.0,180.0,Low
367,4398,2024-02-08T20:05:24.000000,11.6667,35.0,1322.0,Low
368,4399,2024-02-08T19:50:14.000000,2.2222,69.0,5610.0,Low
369,4402,2024-02-08T20:22:14.000000,4.4444,88.0,1590.0,Low
